"AGREEMENT_RK","TARGET","CLIENT_ID","AGE","SOCSTATUS_WORK_FL","SOCSTATUS_PENS_FL","GENDER","CHILD_TOTAL","DEPENDANTS","PERSONAL_INCOME","LOAN_NUM_TOTAL","LOAN_NUM_CLOSED"
67323570,0,106816528,42,1,0,1,2,1,12000.0,1,0
61151983,0,106806427,43,1,0,0,0,0,12000.0,1,0
67140209,0,106815857,49,1,0,1,2,0,12000.0,2,2
61082604,0,106806011,53,1,0,1,2,0,12000.0,1,1
72263345,0,106817069,50,1,0,1,2,0,12000.0,1,0
66405513,0,106814037,31,1,0,0,1,1,12000.0,1,1
61104584,0,106806066,42,1,0,0,1,1,12000.0,1,1
63813472,0,106811301,67,1,0,1,2,0,12000.0,2,1
72260930,0,106817055,22,1,0,1,0,0,12000.0,1,0
66920725,0,106815392,28,1,0,1,2,2,12000.0,1,0
61243750,0,106806697,44,1,0,0,1,1,12000.0,1,0
66968607,1,106815472,27,1,0,1,1,1,12000.0,1,0
61039219,0,106805830,60,1,1,1,1,0,12000.0,1,1
61361094,0,106807118,56,1,1,1,2,0,12000.0,1,1
75281731,0,106819522,57,0,1,1,2,0,12000.0,1,1
64907608,0,106812958,60,1,1,1,3,0,12000.0,1,0
66851213,0,106815087,41,1,0,0,1,1,12000.0,3,2
63628270,1,106811226,50,1,0,1,0,0,12000.0,1,1
66593248,0,106814340,60,1,0,1,0,0,12000.0,2,2
63894742,0,106811338,39,1,0,1,6,6,12000.0,1,0
74461792,0,106818075,30,1,0,1,1,1,12000.0,2,1
75203235,0,106819407,34,1,0,0,2,2,12000.0,2,2
74989053,0,106819093,35,1,0,1,2,2,12000.0,1,1
61130403,0,106806308,64,1,1,1,2,0,12000.0,1,1
62799088,0,106810412,25,1,0,0,1,1,12000.0,1,0
66518677,1,106814158,62,1,1,1,2,0,12000.0,2,2
62025848,0,106808629,39,1,0,1,2,2,12000.0,1,0
65490363,0,106813519,23,1,0,1,0,0,12000.0,1,1
65223234,0,106813143,29,1,0,1,0,0,12000.0,1,0
61129832,0,106806304,40,1,0,0,2,2,12000.0,1,0
63330021,0,106811014,39,1,0,1,1,1,12000.0,1,0
59966600,0,106804688,45,1,0,1,1,0,12000.0,1,0
63334199,0,106811031,27,1,0,0,0,0,12000.0,1,0
61112226,0,106806155,32,1,0,0,0,0,12000.0,1,0
62178270,0,106809146,24,1,0,0,1,1,12000.0,1,0
73847274,0,106817601,45,1,0,1,2,2,12000.0,2,1
65495163,0,106813543,23,1,0,1,1,1,12000.0,2,2
74461210,0,106818073,29,1,0,1,1,1,12000.0,2,2
63980109,0,106811549,26,1,0,0,1,1,12000.0,1,1
61109318,0,106806125,31,1,0,0,1,1,12000.0,2,1
61932130,0,106808263,46,1,0,1,1,0,12000.0,2,2
66739974,0,106814594,57,0,1,1,0,0,12000.0,1,1
63635277,0,106811264,47,1,0,0,0,0,12000.0,1,1
63635277,0,106811264,47,1,0,0,0,0,12000.0,1,1
67437369,0,106816848,48,1,0,1,2,0,12000.0,1,0
64888636,1,106812834,35,1,0,0,0,0,12000.0,1,0
60054689,0,106804903,38,1,0,1,2,2,12000.0,1,0
67214273,0,106816232,52,1,0,1,2,0,12000.0,1,1
64438162,0,106812148,45,1,0,1,0,0,12000.0,1,1
59933083,1,106804573,25,1,0,1,0,0,12000.0,1,1
64356571,0,106811901,25,1,0,1,0,0,12000.0,1,1
64463877,0,106812290,25,1,0,0,0,0,12000.0,1,0
66157784,0,106813742,23,1,0,1,0,0,12000.0,1,0
67202318,0,106816152,34,1,0,0,1,0,12000.0,2,0
67093866,0,106815817,46,1,0,1,1,1,12000.0,5,5
62488202,0,106809863,53,1,0,0,1,1,12000.0,1,1
61450958,0,106807554,42,1,0,1,1,1,12000.0,2,1
62944835,0,106810542,45,1,0,1,1,1,12000.0,1,1
62084110,0,106808814,37,1,0,1,1,1,12000.0,1,0
61869863,0,106808102,58,0,1,1,2,0,12000.0,1,0
64555324,0,106812414,33,1,0,1,1,1,12000.0,1,0
73832750,0,106817474,40,1,0,1,1,0,12000.0,1,0
61117503,0,106806199,49,1,0,1,1,0,12000.0,1,0
74646246,0,106818580,47,1,0,1,0,0,12000.0,1,1
66780396,0,106814918,30,1,0,0,2,2,12000.0,3,3
59933153,0,106804575,25,1,0,0,0,0,12000.0,1,1
64366998,0,106811963,48,1,0,0,0,0,12000.0,1,0
73839680,0,106817525,47,1,0,0,0,0,12000.0,3,2
60058319,0,106804934,41,1,0,1,2,2,12000.0,1,0
66660365,0,106814404,33,1,0,0,1,1,12000.0,3,3
61168531,0,106806538,53,1,0,0,2,0,12000.0,1,0
64827224,0,106812657,39,1,0,1,0,0,12000.0,1,0
64459975,0,106812272,49,1,0,1,0,0,12000.0,2,0
72268914,1,106817097,25,1,0,1,1,1,12000.0,1,0
67091629,0,106815802,30,1,0,1,0,0,12000.0,2,2
62183522,0,106809178,39,1,0,0,0,0,12000.0,1,0
62809612,0,106810468,64,0,1,1,1,0,12000.0,1,0
67170798,0,106816087,42,1,0,1,2,2,12000.0,1,1
61109945,0,106806133,48,1,0,1,1,1,12000.0,1,1
74033324,0,106817788,25,1,0,1,1,1,12000.0,2,1
73821864,0,106817389,43,1,0,1,1,1,12000.0,3,2
66902515,0,106815244,35,1,0,1,4,4,12000.0,1,0
74658566,0,106818679,24,1,0,1,0,0,12000.0,2,2
64823205,0,106812631,47,1,0,1,0,0,12000.0,1,0
64372400,1,106811996,41,1,0,1,0,0,12000.0,1,0
74994421,0,106819127,23,1,0,0,1,1,12000.0,2,1
74994421,0,106819127,23,1,0,0,1,1,12000.0,2,1
61257075,0,106806815,43,1,0,1,2,2,12000.0,1,0
66923403,0,106815414,26,1,0,1,2,2,12000.0,2,1
75036304,0,106819340,45,1,0,1,0,0,12000.0,3,2
63586019,0,106811054,49,1,0,1,3,3,12000.0,1,0
62987880,0,106810594,56,1,1,1,0,0,12000.0,1,0
74489394,0,106818268,33,1,0,0,1,1,12000.0,5,4
65211520,0,106813111,31,1,0,1,1,0,12000.0,1,0
66886901,0,106815143,40,1,0,0,2,2,12000.0,1,0
66409624,0,106814055,43,1,0,1,2,1,12000.0,3,3
66409624,0,106814055,43,1,0,1,2,1,12000.0,3,3
62440198,0,106809746,42,1,0,0,0,0,12000.0,1,0
67547912,1,106817032,44,1,0,1,2,0,12000.0,1,0
61168286,0,106806534,63,1,1,0,0,0,12000.0,1,0
72277549,0,106817152,57,1,1,1,0,0,12000.0,1,0
61099632,0,106806022,55,1,0,1,3,0,12000.0,1,1
63330742,0,106811018,56,0,1,1,0,0,12000.0,1,1
61356990,1,106807083,30,1,0,0,2,3,12000.0,2,0
67528929,0,106816916,51,1,1,1,1,0,12000.0,1,0
74528315,0,106818335,24,1,0,0,0,0,12000.0,2,1
64429182,0,106812098,45,1,0,0,1,0,12000.0,1,0
62084737,0,106808818,48,1,0,0,2,2,12000.0,1,0
64556675,0,106812420,39,1,0,0,2,2,12000.0,1,0
74519027,0,106818293,58,0,1,1,2,0,12000.0,1,1
74541599,0,106818387,25,1,0,1,0,0,12000.0,2,2
59928561,1,106804529,27,1,0,0,2,2,12000.0,2,2
75277477,0,106819490,29,1,0,1,1,1,12000.0,1,1
74954438,0,106818972,23,1,0,1,0,0,12000.0,3,2
66522320,0,106814180,26,1,0,1,1,1,12000.0,2,2
74990944,0,106819101,61,1,1,1,1,0,12000.0,2,2
64836847,1,106812720,48,1,0,1,3,1,12000.0,1,0
63106663,0,106810890,43,1,0,1,2,0,12000.0,1,0
60094218,0,106805059,43,1,0,1,2,1,12000.0,1,0
60455748,0,106805614,46,1,0,1,0,0,12000.0,1,1
62175798,1,106809125,28,1,0,1,2,2,12000.0,1,0
66781128,1,106814922,33,1,0,0,1,1,12000.0,3,3
66856593,1,106815117,26,1,0,1,2,2,12000.0,2,1
72287899,0,106817223,56,1,1,1,1,1,12000.0,1,0
61162882,0,106806492,49,1,0,0,0,0,12000.0,1,1
61841675,0,106807984,33,1,0,1,1,1,12000.0,1,0
60379603,0,106805324,50,1,0,0,2,0,12000.0,1,0
62145045,0,106809048,32,1,0,0,0,0,12000.0,1,0
64438308,1,106812150,45,1,0,1,1,1,12000.0,1,0
73848343,0,106817615,34,1,0,0,3,3,12000.0,1,0
66927851,0,106815442,26,1,0,1,0,0,12000.0,1,0
66917085,0,106815353,62,0,1,1,0,0,12000.0,2,1
62235637,0,106809245,27,1,0,0,2,2,12000.0,1,0
63097871,0,106810843,45,1,0,1,2,0,12000.0,1,0
62602832,0,106810150,33,1,0,1,1,1,12000.0,1,0
61148185,0,106806394,40,1,0,1,1,1,12000.0,1,0
74490360,1,106818276,35,1,0,1,2,2,12000.0,2,2
65282973,1,106813263,40,1,0,1,1,1,12000.0,1,0
61840276,0,106807972,39,1,0,1,2,2,12000.0,1,0
66827989,0,106814937,31,1,0,0,1,1,12000.0,4,3
66087101,0,106813705,22,1,0,1,0,0,12000.0,1,1
67203125,1,106816158,32,1,0,0,4,4,12000.0,3,2
66841262,0,106815024,53,1,0,1,0,0,12000.0,3,3
62138865,0,106808981,49,1,0,0,3,0,12000.0,1,0
75206449,0,106819417,58,1,0,0,0,0,12000.0,1,1
61162963,0,106806495,42,1,0,0,3,2,12000.0,1,0
61162963,0,106806495,42,1,0,0,3,2,12000.0,1,0
60472691,1,106805759,24,1,0,1,0,0,12000.0,2,2
64906833,0,106812953,57,1,0,0,3,0,12000.0,1,0
74517164,0,106818286,22,1,0,1,0,0,12000.0,2,1
73817114,0,106817363,35,1,0,1,0,0,12000.0,1,0
63985696,0,106811593,27,1,0,1,1,2,12000.0,1,1
62263947,0,106809453,58,1,0,1,0,0,12000.0,2,1
73836623,0,106817503,23,1,0,1,0,0,12000.0,1,0
60048317,0,106804846,42,1,0,0,1,1,12000.0,1,0
74556506,0,106818471,29,1,0,0,2,2,12000.0,7,7
61122977,0,106806255,52,1,0,0,0,0,12000.0,1,1
74655679,1,106818651,34,1,0,1,2,2,12000.0,1,1
60465255,1,106805702,22,1,0,0,0,0,12000.0,1,1
66977591,0,106815520,37,1,0,0,0,0,12000.0,1,0
62497405,1,106809929,31,1,0,1,2,2,12000.0,1,1
64467236,0,106812318,51,1,0,1,0,0,12000.0,1,0
60456409,0,106805621,29,1,0,0,1,1,12000.0,1,0
60456409,0,106805621,29,1,0,0,1,1,12000.0,1,0
74528976,0,106818338,48,1,0,1,0,0,12000.0,2,1
66333745,0,106814017,29,1,0,1,0,0,12000.0,3,3
66537349,0,106814269,48,1,0,1,2,0,12000.0,2,2
67216989,0,106816252,44,1,0,1,2,1,12000.0,4,4
74655651,0,106818650,64,1,1,1,2,2,12000.0,2,2
74487562,0,106818255,40,1,0,1,1,0,12000.0,1,1
67173820,0,106816116,43,1,0,0,1,2,12000.0,2,2
67528466,0,106816914,35,1,0,0,0,0,12000.0,1,0
64551274,0,106812383,51,1,0,1,0,0,12000.0,1,0
63993442,1,106811641,34,1,0,1,1,1,12000.0,1,0
60099842,0,106805109,27,1,0,0,1,1,12000.0,1,0
66427744,0,106814117,33,1,0,1,1,1,12000.0,2,2
61310147,0,106806991,25,1,0,0,0,0,12000.0,1,0
62234371,0,106809233,29,1,0,0,0,0,12000.0,1,0
62377743,0,106809553,59,0,1,1,7,0,12000.0,1,1
65227404,1,106813155,57,1,0,1,2,0,12000.0,1,0
67315584,0,106816461,47,1,0,1,1,1,12000.0,2,1
60090981,0,106805029,35,1,0,0,2,2,12000.0,1,0
62606691,0,106810183,28,1,0,0,0,0,12000.0,1,0
67026641,0,106815636,39,1,0,1,2,2,12000.0,2,2
62610510,1,106810219,28,1,0,0,0,0,12000.0,1,0
73840141,0,106817533,26,1,0,1,0,0,12000.0,1,0
64426236,0,106812078,34,1,0,1,2,2,12000.0,1,0
67232251,0,106816372,36,1,0,1,1,1,12000.0,1,0
63626614,0,106811218,22,1,0,0,0,0,12000.0,1,1
60054019,0,106804894,28,1,0,1,1,1,12000.0,1,0
63332580,1,106811025,47,1,0,1,1,1,12000.0,1,0
64904172,0,106812933,38,1,0,0,0,0,12000.0,1,0
61290837,0,106806860,57,1,1,1,2,0,12000.0,1,1
65221932,0,106813139,32,1,0,1,2,2,12000.0,1,0
61962279,0,106808420,24,1,0,0,1,1,12000.0,1,1
64887054,0,106812827,30,1,0,0,0,0,12000.0,1,1
60084438,1,106804982,42,1,0,1,0,0,12000.0,1,0
62986816,0,106810584,36,1,0,1,2,2,12000.0,1,0
62251242,0,106809361,33,1,0,0,1,1,12000.0,2,1
61448884,0,106807536,39,1,0,1,1,1,12000.0,1,0
64276380,0,106811730,27,1,0,1,1,1,12000.0,1,1
67218282,0,106816259,52,0,1,1,0,0,12000.0,1,0
66748684,0,106814665,37,1,0,0,2,2,12000.0,4,4
72294021,0,106817283,31,1,0,1,1,1,12000.0,1,0
74550092,0,106818429,63,0,1,1,0,0,12000.0,1,1
62128180,0,106808914,39,1,0,1,1,1,12000.0,1,0
60446112,0,106805521,53,0,1,0,2,0,12000.0,1,0
62146485,0,106809063,31,1,0,0,0,0,12000.0,1,0
60059809,0,106804948,43,1,0,0,3,1,12000.0,1,0
61841614,0,106807983,32,1,0,1,1,1,12000.0,1,0
65413850,0,106813385,23,1,0,1,0,0,12000.0,3,3
60107768,0,106805165,50,1,0,1,2,0,12000.0,1,0
65211196,0,106813108,31,1,0,1,1,1,12000.0,1,0
62252590,0,106809370,58,0,1,1,1,0,12000.0,2,1
67416196,0,106816683,57,1,1,1,2,0,12000.0,1,0
64282476,0,106811769,36,1,0,0,2,2,12000.0,1,1
63916995,0,106811498,62,1,1,1,0,0,12000.0,1,0
61426254,0,106807409,40,1,0,1,2,1,12000.0,1,0
66083155,0,106813680,24,1,0,1,0,0,12000.0,1,1
74527538,0,106818331,40,1,0,0,1,1,12000.0,2,1
67334480,0,106816614,38,1,0,0,1,1,12000.0,1,0
62941737,1,106810514,26,1,0,0,0,0,12000.0,1,0
67232773,0,106816374,55,1,0,0,2,0,12000.0,1,0
66746977,0,106814653,42,1,0,1,1,1,12000.0,2,2
67005336,0,106815542,24,1,0,0,0,0,12000.0,2,2
72283510,0,106817195,45,1,0,1,4,2,12000.0,1,0
64839296,0,106812733,48,1,0,0,2,0,12000.0,1,0
61290709,0,106806858,49,1,0,0,2,1,12000.0,1,0
61039440,0,106805831,41,1,0,1,1,1,12000.0,1,1
74649563,0,106818602,50,1,0,1,1,0,12000.0,3,2
60113828,0,106805216,33,1,0,1,1,1,12000.0,1,1
65416632,0,106813407,41,1,0,1,0,2,12000.0,1,1
73829735,0,106817449,50,1,0,1,2,2,12000.0,1,0
64365209,1,106811954,25,1,0,0,1,1,12000.0,2,2
61520376,0,106807740,55,1,0,1,2,0,12000.0,1,1
64903703,0,106812930,51,1,0,1,1,0,12000.0,1,0
61361829,0,106807122,29,1,0,0,1,2,12000.0,1,0
67438907,0,106816864,38,1,0,1,2,2,12000.0,1,0
61308288,0,106806977,36,1,0,1,1,1,12000.0,1,1
65203883,0,106813064,45,1,0,1,0,0,12000.0,1,0
66898372,0,106815209,34,1,0,1,1,1,12000.0,1,0
67221436,0,106816283,63,0,1,1,2,0,12000.0,1,0
67218880,0,106816269,26,1,0,1,2,2,12000.0,1,0
67218880,0,106816269,26,1,0,1,2,2,12000.0,1,0
66087117,1,106813707,51,1,0,1,0,0,12000.0,1,1
65404350,0,106813345,24,1,0,1,1,1,12000.0,1,1
67318808,0,106816483,41,1,0,1,0,0,12000.0,1,0
67439654,1,106816869,45,1,0,1,2,0,12000.0,2,1
63901783,0,106811385,38,1,0,1,0,0,12000.0,1,0
64343942,0,106811834,30,1,0,1,1,1,12000.0,2,0
61036343,0,106805829,30,1,0,0,0,0,12000.0,1,1
67443385,0,106816884,36,1,0,0,1,1,12000.0,1,0
66745592,0,106814632,40,1,0,1,2,2,12000.0,2,2
67333366,0,106816605,34,1,0,1,2,2,12000.0,2,2
74993037,0,106819116,60,1,0,1,0,0,12000.0,1,1
60383196,0,106805359,26,1,0,0,2,2,12000.0,1,0
64844335,0,106812770,44,1,0,1,0,0,12000.0,1,0
67166039,0,106816047,43,1,0,1,0,0,12000.0,4,4
67550221,1,106817054,22,1,0,1,0,0,12000.0,1,0
65488846,0,106813513,23,1,0,1,0,0,12000.0,1,1
72291227,1,106817262,54,1,1,1,2,0,12000.0,1,0
66750364,0,106814675,37,1,0,1,1,1,12000.0,2,2
62365247,0,106809464,46,1,0,1,1,0,12000.0,1,0
74655610,0,106818649,35,1,0,0,0,0,12000.0,3,2
67147499,1,106815910,33,1,0,1,2,2,12000.0,4,3
61298854,0,106806916,50,1,0,0,4,1,12000.0,1,1
61126590,0,106806279,39,1,0,0,2,2,12000.0,1,1
65399330,0,106813317,26,1,0,1,1,1,12000.0,1,1
67446147,0,106816909,44,1,0,1,1,0,12000.0,1,0
64456802,0,106812259,51,1,0,1,1,1,12000.0,1,0
59933246,1,106804577,23,1,0,1,1,1,12000.0,1,1
66673808,0,106814470,30,1,0,1,1,1,12000.0,2,2
75289331,0,106819573,40,1,0,1,2,2,12000.0,1,0
63907753,0,106811423,52,1,0,1,2,0,12000.0,1,0
60054524,0,106804902,28,1,0,1,1,1,12000.0,1,0
62793245,0,106810392,45,1,0,1,1,1,12000.0,1,1
61413311,0,106807316,49,1,0,0,2,0,12000.0,2,1
62446903,0,106809791,34,1,0,0,2,2,12000.0,1,1
61298783,0,106806915,54,1,0,1,2,0,12000.0,1,0
66780401,0,106814919,30,1,0,1,1,1,12000.0,1,1
61144273,0,106806365,46,1,0,0,1,1,12000.0,1,0
73840103,0,106817532,28,1,0,1,1,1,12000.0,2,1
73840103,0,106817532,28,1,0,1,1,1,12000.0,2,1
74486901,0,106818246,24,1,0,1,1,0,12000.0,2,1
60464304,0,106805695,38,1,0,1,1,0,12000.0,1,0
63325789,0,106810988,27,1,0,1,1,1,12000.0,1,0
60117132,0,106805242,23,1,0,0,0,0,12000.0,1,1
61374266,0,106807221,63,1,0,1,0,0,12000.0,1,0
67024010,0,106815622,38,1,0,0,2,2,12000.0,2,2
62239085,0,106809269,33,1,0,1,0,0,12000.0,1,0
64282513,0,106811770,37,1,0,1,0,0,12000.0,1,1
63912459,0,106811469,36,1,0,0,2,2,12000.0,1,0
66197247,0,106813851,21,1,0,1,0,0,12000.0,1,0
63991594,0,106811633,50,1,0,1,2,0,12000.0,1,0
62144551,0,106809044,53,1,0,1,0,0,12000.0,1,0
61918917,0,106808159,62,0,1,1,2,0,12000.0,2,1
60451293,0,106805576,57,1,1,1,2,0,12000.0,1,0
66765952,0,106814797,48,1,0,0,0,0,12000.0,1,1
63915969,1,106811492,27,1,0,0,1,1,12000.0,2,0
61426747,0,106807411,60,1,0,0,1,0,12000.0,1,1
61227971,0,106806557,51,1,0,1,2,0,12000.0,1,0
67217169,0,106816255,30,1,0,0,1,1,12000.0,2,1
61460995,1,106807620,28,1,0,0,0,0,12000.0,1,0
61308251,0,106806976,22,1,0,0,0,0,12000.0,2,0
75205958,0,106819414,28,1,0,1,1,1,12000.0,4,4
64465732,1,106812306,31,1,0,1,1,0,12000.0,1,0
65202361,0,106813053,34,1,0,1,1,1,12000.0,1,0
66086377,0,106813703,24,1,0,1,0,0,12000.0,1,1
64549460,0,106812373,58,1,1,1,0,0,12000.0,1,0
66909820,0,106815301,45,1,0,0,1,1,12000.0,1,0
63985464,0,106811590,61,1,1,1,2,0,12000.0,2,1
62255144,1,106809387,26,1,0,1,1,1,12000.0,1,0
63635952,1,106811266,24,1,0,1,0,0,12000.0,2,1
74953773,0,106818969,22,1,0,1,0,0,12000.0,2,1
65223898,0,106813144,50,0,1,1,3,3,12000.0,1,0
61379487,0,106807273,38,1,0,1,1,1,12000.0,1,1
73846864,0,106817599,48,1,0,1,2,0,12000.0,1,0
62036779,0,106808718,63,1,0,1,1,0,12000.0,1,0
64473054,1,106812364,42,1,0,1,0,0,12000.0,2,0
61082728,0,106806016,49,1,0,1,2,2,12000.0,1,1
61082728,0,106806016,49,1,0,1,2,2,12000.0,1,1
75282459,0,106819529,50,1,0,0,1,0,12000.0,1,0
64365821,0,106811958,27,1,0,1,0,0,12000.0,1,1
62504045,0,106809980,28,1,0,1,0,0,12000.0,1,1
62253351,0,106809377,38,1,0,1,2,2,12000.0,2,1
63912125,0,106811466,27,1,0,1,1,1,12000.0,1,0
62186602,0,106809201,48,1,0,1,0,0,12000.0,1,0
74546977,0,106818412,55,1,0,1,4,0,12000.0,1,1
61372739,0,106807209,23,1,0,1,0,0,12000.0,1,0
63090265,0,106810804,25,1,0,0,0,0,12000.0,1,0
63003915,0,106810718,28,1,0,1,2,2,12000.0,1,0
65415958,0,106813404,25,1,0,1,0,0,12000.0,1,1
63998327,0,106811671,53,1,0,1,2,0,12000.0,1,1
60049952,0,106804856,49,1,0,1,2,0,12000.0,1,1
73830621,0,106817460,38,1,0,0,1,1,12000.0,1,0
62182416,0,106809173,31,1,0,0,2,2,12000.0,1,0
63003294,0,106810710,59,1,0,1,2,0,12000.0,1,0
61152219,0,106806428,50,1,0,1,1,1,12000.0,1,0
67332342,0,106816592,55,1,0,1,0,0,12000.0,2,1
66828069,0,106814938,41,1,0,0,2,2,12000.0,3,3
60106770,0,106805155,22,1,0,0,1,1,12000.0,1,0
64831722,1,106812692,29,1,0,1,2,2,12000.0,1,0
67426039,0,106816758,36,1,0,1,2,2,12000.0,1,0
67543754,1,106817003,40,1,0,0,1,1,12000.0,1,0
62593933,0,106810079,23,1,0,1,1,1,12000.0,1,0
64840546,0,106812746,29,1,0,1,1,1,12000.0,1,0
72283107,0,106817189,25,1,0,1,0,0,12000.0,1,0
63086350,0,106810770,56,1,0,1,2,0,12000.0,2,0
74658186,0,106818673,44,1,0,0,1,1,12000.0,1,1
65498409,0,106813562,25,1,0,1,2,2,12000.0,1,1
59939268,1,106804635,35,1,0,1,0,0,12000.0,1,1
65313829,1,106813268,24,1,0,1,0,0,12000.0,1,1
74638377,0,106818527,31,1,0,1,1,1,12000.0,2,2
63594862,0,106811120,31,1,0,0,1,1,12000.0,1,0
64443019,1,106812189,40,1,0,1,0,0,12000.0,1,0
67014439,0,106815573,27,1,0,0,1,1,12000.0,3,2
73846208,0,106817590,54,1,0,1,1,0,12000.0,2,1
74644895,0,106818567,37,1,0,1,2,2,12000.0,2,2
67208630,1,106816196,38,1,0,1,1,1,12000.0,1,0
61306287,0,106806964,45,1,0,1,1,0,12000.0,1,0
60057841,0,106804927,45,1,0,1,0,0,12000.0,1,0
62233335,0,106809221,32,1,0,0,0,0,12000.0,1,1
62988295,1,106810599,25,1,0,1,0,0,12000.0,1,0
60095996,1,106805073,50,1,0,1,1,0,12000.0,1,0
67073197,0,106815699,50,1,0,1,1,0,12000.0,4,4
75289474,0,106819575,33,1,0,1,2,2,12000.0,1,0
74479086,0,106818188,56,1,1,1,2,0,12000.0,1,1
61054427,1,106805883,38,1,0,1,2,1,12000.0,1,1
62257997,0,106809414,23,1,0,0,0,0,12000.0,1,0
61148628,0,106806399,25,1,0,0,1,0,12000.0,1,0
75213251,0,106819441,22,1,0,1,0,0,12000.0,1,0
61149699,0,106806411,35,1,0,0,2,2,12000.0,1,0
61423066,0,106807389,52,1,0,1,1,1,12000.0,2,1
67145245,0,106815895,49,1,0,1,1,1,12000.0,2,2
65497921,1,106813557,25,1,0,1,0,0,12000.0,1,1
73822459,0,106817392,53,1,0,0,1,0,12000.0,2,1
62254887,0,106809385,43,1,0,1,0,0,12000.0,2,2
66590368,0,106814322,26,1,0,1,1,1,12000.0,2,2
63004666,0,106810723,63,1,0,0,1,0,12000.0,1,0
74940713,0,106818911,37,1,0,1,2,1,12000.0,1,1
62431063,0,106809678,45,1,0,0,1,1,12000.0,1,0
61424548,0,106807397,29,1,0,0,1,1,12000.0,2,2
65405216,0,106813350,23,1,0,1,0,0,12000.0,1,1
61316926,0,106807037,25,1,0,1,1,1,12000.0,1,0
60454908,0,106805608,37,1,0,1,1,1,12000.0,1,0
63317005,0,106810932,39,1,0,1,2,2,12000.0,1,0
62075325,0,106808744,26,1,0,0,0,0,12000.0,1,0
65409467,0,106813365,24,1,0,1,0,0,12000.0,1,1
65228400,0,106813162,37,1,0,1,1,1,12000.0,1,0
61314321,0,106807016,61,1,1,0,2,0,12000.0,1,0
75280769,0,106819515,34,1,0,1,0,0,12000.0,1,1
74638494,0,106818528,51,1,0,0,0,0,12000.0,3,2
66321574,0,106813935,35,1,0,0,1,1,12000.0,2,2
66779953,0,106814912,43,1,0,1,1,0,12000.0,5,4
61043143,0,106805838,35,1,0,1,2,2,12000.0,1,1
74546190,0,106818405,51,1,0,0,1,0,12000.0,1,1
67278760,0,106816418,60,1,0,1,3,0,12000.0,3,2
66889326,0,106815155,25,1,0,0,0,0,12000.0,2,1
66738464,0,106814589,34,1,0,1,1,1,12000.0,3,3
60105144,0,106805145,53,1,0,1,2,1,12000.0,1,0
66770309,0,106814830,37,1,0,1,1,0,12000.0,1,1
63900675,0,106811379,33,1,0,1,2,2,12000.0,1,0
61138362,0,106806331,36,1,0,0,0,0,12000.0,1,0
62786083,0,106810376,46,1,0,1,0,0,12000.0,1,0
61256881,0,106806813,31,1,0,0,1,1,12000.0,1,1
73847681,0,106817606,22,1,0,0,0,0,12000.0,2,0
74042577,0,106817844,58,1,0,1,0,0,12000.0,1,1
62941277,0,106810510,21,1,0,0,0,0,12000.0,2,1
74984249,0,106819059,59,0,1,0,0,0,12000.0,1,1
63329094,0,106811010,44,1,0,1,2,2,12000.0,1,0
66829713,0,106814953,29,1,0,0,0,0,12000.0,2,2
62243506,0,106809297,42,1,0,1,2,2,12000.0,2,0
62500740,0,106809952,29,1,0,0,2,2,12000.0,1,1
61366193,0,106807152,55,1,0,1,2,0,12000.0,1,0
66776006,0,106814884,57,1,0,1,2,0,12000.0,2,2
67230454,0,106816356,63,0,1,1,2,0,12000.0,2,1
61351152,1,106807047,32,1,0,1,1,1,12000.0,1,0
61144563,0,106806366,54,1,0,1,2,0,12000.0,1,0
61067714,0,106805941,34,1,0,1,1,1,12000.0,1,1
61114138,0,106806165,52,1,0,1,2,0,12000.0,1,0
67159605,0,106815998,39,1,0,0,2,2,12000.0,3,3
61522027,0,106807757,30,1,0,1,2,2,12000.0,1,0
65417475,0,106813418,42,1,0,0,2,2,12000.0,2,2
63892373,0,106811322,39,1,0,1,1,0,12000.0,1,0
61045353,0,106805846,32,1,0,1,1,1,12000.0,1,1
59910230,0,106804371,32,1,0,1,3,3,12000.0,1,1
60116666,0,106805238,39,1,0,1,2,2,12000.0,1,0
64842120,0,106812753,27,1,0,1,2,2,12000.0,1,0
65498213,0,106813558,26,1,0,1,1,1,12000.0,1,1
61531312,0,106807833,36,1,0,0,2,2,12000.0,1,0
61040426,0,106805834,66,1,1,1,2,0,12000.0,1,1
67313303,0,106816446,25,1,0,0,1,1,12000.0,2,1
66978433,1,106815524,33,1,0,1,1,1,12000.0,1,0
59911784,0,106804375,29,1,0,0,0,0,12000.0,2,1
67204438,0,106816166,50,1,0,1,0,0,12000.0,4,3
65248615,0,106813227,23,1,0,0,0,0,12000.0,1,1
67223653,0,106816302,29,1,0,1,2,1,12000.0,2,1
65207143,0,106813092,24,1,0,0,1,1,12000.0,1,0
61456230,0,106807582,35,1,0,1,1,1,12000.0,2,2
67337329,0,106816635,63,0,1,1,2,0,12000.0,1,0
61247546,0,106806725,49,1,0,1,1,1,12000.0,1,0
60387805,0,106805399,56,1,0,1,0,0,12000.0,1,0
61443022,0,106807507,56,0,1,1,3,0,12000.0,1,0
75025325,0,106819269,40,1,0,1,2,1,12000.0,3,2
60055266,0,106804910,27,1,0,1,0,0,12000.0,1,0
63817335,0,106811304,24,1,1,0,0,0,12000.0,3,3
62437989,0,106809733,31,1,0,1,1,1,12000.0,1,0
